theme,count_x,indicator
WB_1039_PROPERTY_LAWS_AND_REGULATIONS,1427,
TAX_FNCACT_FARMER,1426,
TAX_ETHNICITY_JEWISH,1422,
STATE_OF_EMERGENCY,1420,
TAX_FOODSTAPLES_CORN,1418,
TAX_RELIGION_JEWISH,1414,
TAX_ETHNICITY_PORTUGUESE,1411,
TAX_WORLDLANGUAGES_CZECH,1409,
TAX_ETHNICITY_CZECH,1406,
TAX_WORLDLANGUAGES_PORTUGUESE,1405,
WB_1765_CULTURE_HERITAGE_AND_SUSTAINABLE_TOURISM,1405,
EPU_POLICY_SPENDING,1405,
SOC_SUICIDE,1397,
UNGP_CLEAN_WATER_SANITATION,1396,
TAX_RELIGION_ISLAM,1389,
LANDMINE,1388,
ENV_HYDRO,1381,
WB_2372_AUTHENTICATION_AND_AUTHORIZATION,1377,
TAX_FNCACT_TRADERS,1364,
TAX_WEAPONS_EXPLOSIVES,1361,
WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES,1361,HumanRights
TAX_ETHNICITY_ROHINGYAS,1359,
WB_527_HYDROPOWER,1355,
TAX_FNCACT_DOCTORS,1355,
TAX_FNCACT_ADVISER,1350,
TAX_RELIGION_JEWS,1331,
TAX_FNCACT_HUNTER,1324,
WB_851_INTELLECTUAL_PROPERTY_RIGHTS,1321,
TAX_ETHNICITY_LAO,1320,
TAX_DISEASE_EPIDEMIC,1314,
WB_2933_ZINC,1303,
TAX_DISEASE_DEPRESSION,1302,
TAX_WORLDFISH_BASS,1296,
TAX_FNCACT_ORGANIZER,1295,
TAX_FNCACT_BUSINESSMAN,1294,
TAX_DISEASE_WOUNDS,1294,
TAX_FNCACT_ENGINEER,1293,
WB_2704_EMPLOYER,1290,
TAX_ETHNICITY_TAMIL,1290,
TAX_WORLDLANGUAGES_TAMIL,1288,
TAX_FNCACT_SCIENTIST,1288,
TAX_FNCACT_SECRETARY_GENERAL,1282,
ECON_WORLDCURRENCIES_DOLLARS,1282,
ENV_COAL,1278,
TAX_FNCACT_HEADMASTER,1275,
WB_2375_ICT_METHODS_AND_PROCEDURES,1268,
WB_862_GROWTH_POLES_AND_ECONOMIC_ZONES,1264,
WB_2896_RETIREMENT,1264,
MARITIME_PIRACY,1263,
TAX_FNCACT_IMMIGRANT,1252,
TAX_ETHNICITY_NAGAS,1250,
TAX_FNCACT_INSURGENT,1238,
NEW_CONSTRUCTION,1233,
CRISISLEX_T07_SERVICESNEEDEDOFFERED,1233,
NATURAL_DISASTER_FAMINE,1227,
WB_318_FINANCIAL_ARCHITECTURE_AND_BANKING,1220,
TAX_FNCACT_SHEPHERD,1218,
EPU_POLICY_REGULATION,1218,
WMD,1215,
WB_491_QUALITY_OF_EDUCATION,1208,Schooling
TAX_DISEASE_INFECTION,1205,
HARASSMENT,1203,
TAX_FNCACT_DESIGNER,1201,
TAX_FNCACT_LIEUTENANT,1200,
WB_1415_COMMUNICABLE_DISEASE,1199,
TAX_FNCACT_SCHOLAR,1199,Schooling
WB_669_SOFTWARE_INFRASTRUCTURE,1196,
WB_151_IRRIGATION_AND_DRAINAGE,1193,
WB_140_AGRICULTURAL_WATER_MANAGEMENT,1193,
WB_2129_TEXTBOOKS,1192,Schooling
TAX_WORLDMAMMALS_HORSE,1188,
WB_653_ENTERPRISE_ARCHITECTURE,1186,
TAX_FNCACT_VOLUNTEER,1185,
ECON_WORLDCURRENCIES_DOLLAR,1183,
WB_2725_CATEGORIES_OF_WORKERS,1169,
TAX_TERROR_GROUP_KAREN_NATIONAL_UNION,1168,
WB_1079_COMMODITIES_AND_RESOURCES,1167,
TAX_ETHNICITY_IRANIAN,1160,
TAX_MILITARY_TITLE_LIEUTENANT,1160,
TAX_ETHNICITY_BOLIVIA,1155,
TAX_FNCACT_BISHOP,1154,
TAX_FNCACT_CONSULTANT,1150,
TAX_FNCACT_LAWYERS,1150,
WB_2482_RECONCILIATION,1146,
WB_2458_HUMAN_TRAFFICKING,1145,HumanRights
TAX_ETHNICITY_DUTCH,1139,
TAX_WORLDLANGUAGES_DUTCH,1136,
WB_336_NON_BANK_FINANCIAL_INSTITUTIONS,1134,
NATURAL_DISASTER_LANDSLIDE,1124,
TAX_FOODSTAPLES_MILK,1122,
TAX_FNCACT_COORDINATOR,1119,
TAX_RELIGION_CHRISTIANITY,1118,
WB_1234_BANKING_INSTITUTIONS,1117,
CRIME_LOOTING,1115,
TAX_FNCACT_NOBLE,1113,
TAX_ETHNICITY_BANGLADESHI,1109,
TAX_FNCACT_GENERAL_MANAGER,1104,
WB_1199_WATER_SUPPLY_AND_SANITATION,1101,
WB_2729_MIGRANT_WORKERS,1092,
TAX_TERROR_GROUP_NATIONAL_LEAGUE_FOR_DEMOCRACY,1085,FreeSpeech
TAX_POLITICAL_PARTY_NATIONAL_LEAGUE_FOR_DEMOCRACY,1085,FreeSpeech
NATURAL_DISASTER_CYCLONE,1082,
SOC_POINTSOFINTEREST_PRISONS,1078,
TAX_ETHNICITY_INDIANS,1071,
WB_772_TRADE_FACILITATION_AND_LOGISTICS,1070,
UNEMPLOYMENT,1068,
TAX_FNCACT_MIGRANT_WORKERS,1066,
TAX_POLITICAL_PARTY_PEOPLE_PARTY,1064,
TAX_FNCACT_FISHERMEN,1060,
TAX_POLITICAL_PARTY_DEMOCRATS,1060,
TAX_FNCACT_ENTREPRENEUR,1060,
ECON_CURRENCY_EXCHANGE_RATE,1058,
TAX_WORLDLANGUAGES_KAYAH,1055,
TAX_FNCACT_CONTRACTOR,1053,
TAX_FNCACT_INSPECTOR,1049,
TAX_FNCACT_MANAGERS,1048,
WB_141_WATER_RESOURCES_MANAGEMENT,1045,
TAX_FNCACT_INSURGENTS,1044,
WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH,1041,Gender_Inequality
TAX_ETHNICITY_TAIWANESE,1041,
WB_1668_LABOR_STANDARDS,1039,
TAX_WORLDLANGUAGES_AZERBAIJAN,1036,
EPU_CATS_FINANCIAL_REGULATION,1036,
NATURAL_DISASTER_HEAVY_RAIN,1027,
CYBER_ATTACK,1025,
TAX_FNCACT_NEWS_REPORTER,1022,
NATURAL_DISASTER_DROUGHT,1021,
DEFECTION,1018,
TAX_RELIGION_MOSQUE,1016,
TAX_ETHNICITY_CATALAN,1016,
TAX_WORLDCRUSTACEANS_CRAB,1015,
TAX_FNCACT_ADMINISTRATOR,1014,
SANITATION,1014,
TAX_WORLDMAMMALS_SHEEP,1014,
SLFID_NATURAL_RESOURCES,1014,
WB_706_EVIDENCE_BASED_POLICY,1011,
TAX_FNCACT_EMPLOYEE,1007,
TAX_FNCACT_CORRESPONDENT,1005,
TAX_FNCACT_HISTORIAN,1002,
HEALTH_VACCINATION,997,
NATURAL_DISASTER_HEAVY_RAINS,996,
TAX_FNCACT_CURATOR,995,
WB_2945_DATABASE,990,
TAX_DISEASE_COVID_19,989,
TAX_FNCACT_MERCHANT,989,
TAX_FOODSTAPLES_GRAIN,985,
TAX_FNCACT_CHIEF_EXECUTIVE,983,
LGBT,979,FreeSpeech
TAX_TERROR_GROUP_PEOPLE_DEFENSE_FORCE,975,
TAX_FNCACT_EMPLOYER,972,
SOC_DIPLOMRECOG,972,
ASSASSINATION,957,
WB_1786_ENVIRONMENTAL_SUSTAINABILITY,949,
WB_1000_WATER_MANAGEMENT_STRUCTURES,948,
EPU_POLICY_CENTRAL_BANK,944,
TAX_FNCACT_DRIVERS,942,
TAX_FNCACT_EXECUTIVE_DIRECTOR,941,
WB_1324_EMERGENCY_MEDICAL_SERVICES,940,
TAX_WORLDLANGUAGES_FILIPINO,937,
TAX_ETHNICITY_FILIPINO,935,
TAX_FNCACT_PHOTOGRAPHER,934,
ECON_CENTRALBANK,934,
WB_1430_MENTAL_HEALTH,933,
TAX_ETHNICITY_GREEK,933,
WB_1235_CENTRAL_BANKS,931,
TAX_FNCACT_INSIDER,929,
WB_2478_PEACE_PROCESSES_AND_DIALOGUE,926,
WB_2089_ETHICS_AND_CODES_OF_CONDUCT,924,
TAX_WORLDLANGUAGES_GREEK,924,
TAX_FNCACT_AGGRESSOR,922,
WB_2601_TRADE_LINKAGES_SPILLOVERS_AND_CONNECTIVITY,922,
WB_2084_BIODIVERSITY,919,
WB_2443_RAPE_AND_SEXUAL_VIOLENCE,919,Gender_Inequality
TAX_FNCACT_DIPLOMATS,916,
WB_672_NETWORK_MANAGEMENT,915,
WB_1948_SUBSIDIES,914,
TAX_FNCACT_PROSECUTORS,910,
TAX_TERROR_GROUP_PEOPLE_DEFENSE_FORCES,903,
TAX_FNCACT_AID_WORKERS,900,
MIL_SELF_IDENTIFIED_ARMS_DEAL,898,
TAX_FNCACT_CRAFTSMAN,898,
WB_1829_ECOSYSTEM_MANAGEMENT,894,
WB_1305_HEALTH_SERVICES_DELIVERY,893,
TAX_FNCACT_BRIGADIER,893,
WB_478_LEVELS_OF_EDUCATION,891,Schooling
WB_775_TRADE_POLICY_AND_INTEGRATION,890,
TAX_MILITARY_TITLE_SENIOR_GENERAL,889,
WB_1042_TRADEMARKS,889,
TAX_WORLDBIRDS_DUCK,885,
NATURAL_DISASTER_NATURAL_DISASTERS,879,
NATURAL_DISASTER_HURRICANE,877,
NATURAL_DISASTER_HEAT_WAVE,876,
WB_1502_EDUCATIONAL_DECENTRALIZATION,876,Schooling
TAX_ETHNICITY_BENGALI,876,
TAX_FNCACT_OPERATOR,875,
TAX_RELIGION_CHURCHES,874,
TAX_WORLDLANGUAGES_BENGALI,874,
WB_1833_PROTECTED_AREAS_SYSTEMS,873,
WB_938_MEDIATION,870,
TAX_WEAPONS_LANDMINES,859,
WB_713_PUBLIC_FINANCE,857,
WB_3007_NATIONAL_PARKS,857,
WB_657_INTEROPERABILITY,857,
TAX_ETHNICITY_BUDDHISTS,856,
TAX_RELIGION_BUDDHISTS,855,
TAX_WORLDLANGUAGES_MALAY,848,
TAX_POLITICAL_PARTY_DEMOCRAT,847,
TAX_ETHNICITY_MALAY,847,
TAX_FNCACT_PEASANTS,846,
JUSTICE,845,
MARITIME_INCIDENT_SELF_IDENTIFIED,838,
WB_2513_CRIMES_AGAINST_HUMANITY,836,HumanRights
TAX_WORLDMAMMALS_HORSES,833,
WB_199_FOOD_SECURITY,829,
WB_368_LEASING,828,
EPU_CATS_TRADE_POLICY,824,
WB_1150_VOLATILITY,816,
TAX_WORLDLANGUAGES_NORWEGIAN,815,
TAX_WEAPONS_MORTAR,814,
TAX_FNCACT_PEERS,813,
TAX_WEAPONS_SUBMARINES,807,
SOC_POINTSOFINTEREST_MILITARY_BASES,803,
WB_1420_MALARIA,802,
TAX_DISEASE_MALARIA,802,
WB_139_SANITATION_AND_WASTEWATER,799,
SOC_RANSOM,798,
WB_174_CROP_PRODUCTION,794,
WB_642_CHILD_HEALTH,793,
TAX_AIDGROUPS_RED_CROSS,792,
WB_612_HOUSING_FINANCE,791,
TAX_TERROR_GROUP_TALIBAN,790,
EPU_CATS_ENTITLEMENT_PROGRAMS,788,
ENV_FISHERY,788,
TAX_TERROR_GROUP_RESISTANCE_MOVEMENT,786,
TAX_RELIGION_BAPTIST,785,
TAX_FNCACT_BARRISTER,782,
ECON_UNIONS,782,
TAX_FNCACT_CHAIRPERSON,781,
TAX_FNCACT_SERVANTS,780,
TAX_ETHNICITY_SOVIETS,774,
TAX_DISEASE_TRAUMA,765,
TAX_FNCACT_CHAMPION,764,
LITERACY,761,
SOC_POINTSOFINTEREST_REFUGEE_CAMPS,757,
TAX_WORLDLANGUAGES_CAMBODIAN,755,
WB_1081_FINANCE_AND_GROWTH,753,
WB_863_FDI_SPILLOVERS,753,
ENV_WATERWAYS,747,
WB_1805_WATERWAYS,747,
TAX_WORLDLANGUAGES_PERSIAN,745,
EPU_POLICY_DEFICIT,743,
TAX_FNCACT_COMMANDERS,743,
TAX_FNCACT_ADMINISTRATORS,741,
TAX_FNCACT_HIGH_COMMISSIONER,741,
TAX_FNCACT_DIPLOMAT,741,
WB_797_NATIONAL_URBAN_POLICIES,740,
TAX_DISEASE_CHOREA,739,
SOC_POINTSOFINTEREST_REFUGEE_CAMP,738,
ECON_DEVELOPMENTORGS_WORLD_BANK,737,
WB_866_CONNECTIVITY_AND_LAGGING_REGIONS,735,
TAX_FNCACT_COMPANION,735,
UNREST_NATIONAL_SELF_DEFENSE,735,
TAX_ETHNICITY_PERSIAN,734,
ECON_MONEYLAUNDERING,733,
TAX_FOODSTAPLES_BREAD,727,
TAX_WORLDLANGUAGES_IRISH,725,
EPU_POLICY_REGULATORY,723,
WB_2076_MONEY_LAUNDERING,723,
TAX_FNCACT_AMBASSADORS,722,
TAX_FNCACT_PIONEER,721,
HUMAN_RIGHTS_ABUSES_TORTURED,721,HumanRights
TAX_ETHNICITY_IRISH,720,
TAX_FNCACT_PRIESTS,715,
TAX_AIDGROUPS_ASSOCIATION_OF_SOUTHEAST_ASIAN_NATIONS,715,
TAX_DISEASE_CHOLERA,712,
TAX_WORLDLANGUAGES_MAHA,709,
TAX_FNCACT_VILLAGER,706,
WB_1437_SOCIAL_DETERMINANTS_FOR_HEALTH,706,
WB_594_WETLANDS,705,
TAX_FNCACT_BRIDE,704,
TAX_FNCACT_ENGINEERS,701,
TAX_AIDGROUPS_AMNESTY_INTERNATIONAL,701,
WB_2464_INSURGENCY,698,
TAX_FNCACT_CARDINAL,694,
TAX_FNCACT_CREW_MEMBERS,692,
WB_2747_UNEMPLOYMENT,688,
TAX_FNCACT_CHIEF_OF_STAFF,687,
TAX_FOODSTAPLES_WHEAT,684,
ACT_MAKESTATEMENT,683,
TAX_FNCACT_ECONOMIST,683,
TAX_RELIGION_CONFUCIANISM,683,
UNGP_GENDER_EQUALITY,682,Gender_Inequality
TAX_FNCACT_INSTRUCTOR,680,
TAX_FNCACT_POLICE_OFFICER,679,
TAX_ETHNICITY_ASIANS,678,
TAX_DISEASE_EMERGENCIES,678,
TAX_FNCACT_LANDLORD,673,
TAX_FNCACT_CONSCRIPTS,672,
TAX_FNCACT_CHIEF_JUSTICE,672,
WB_2511_SLAVERY,671,
WB_1896_FUNDAMENTAL_AREAS_OF_THE_LAW,670,
TAX_FNCACT_PASTOR,668,
TAX_MILITARY_TITLE_CHIEF_OF_STAFF,665,
WB_1650_PUBLIC_EMPLOYMENT_SERVICES,664,
ECON_FOREIGNINVEST,662,
WB_1459_IMMUNIZATIONS,662,
TAX_FNCACT_POLICE_CHIEF,661,
WB_2142_LOCAL_GOVERNMENT,661,
WB_406_COMPETITION_POLICY,659,
TAX_DISEASE_FEVER,657,
ENV_NATURALGAS,654,
WB_1857_ARBITRATION,653,
TAX_ETHNICITY_TIBETAN,653,
TAX_WORLDLANGUAGES_TIBETAN,653,
WB_1438_ALCOHOL_AND_SUBSTANCE_ABUSE,651,Drugs
TAX_FNCACT_MESSENGER,650,
WB_841_JUSTICE_SYSTEM_ADMINISTRATION,649,
UNGP_TRANSPORTATION_ROADS,649,
TAX_FNCACT_DICTATOR,647,
TAX_FNCACT_TECHNICIAN,645,
TREASON,644,
EPU_POLICY_CONGRESSIONAL,643,
MILITARY_COOPERATION,643,
ECON_BOYCOTT,641,
WB_1652_PLACEMENT,641,
VETO,640,FreeSpeech
TAX_ETHNICITY_HINDUS,639,
BULLYING,636,FreeSpeech
WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,631,
TAX_TERROR_GROUP_KAREN_NATIONAL_LIBERATION_ARMY,631,
TAX_WORLDLANGUAGES_TIMOR,630,
TAX_WORLDFISH_POW,630,
TAX_FNCACT_PILOTS,630,
TAX_FNCACT_EXECUTIVES,628,
SLFID_ECONOMIC_DEVELOPMENT,628,
TAX_FNCACT_CLERK,627,
TAX_RELIGION_HINDUS,626,
WB_2440_SURVIVAL_SEX,624,Gender_Inequality
TAX_POLITICAL_PARTY_REPUBLICANS,623,
TAX_WORLDMAMMALS_RABBIT,622,
TAX_WORLDLANGUAGES_MANDARIN,619,
SOC_QUARANTINE,618,
TAX_WORLDREPTILES_TURTLE,617,
CLOSURE,616,
WB_427_WATER_ALLOCATION_AND_WATER_ECONOMICS,615,
TAX_WORLDLANGUAGES_DEHONG,614,
TAX_WEAPONS_LANDMINE,613,
NATURAL_DISASTER_VOLCANO,613,
TAX_FNCACT_DEALER,613,
TAX_ETHNICITY_MALI,612,
ELECTION_FRAUD,612,
TAX_WORLDMAMMALS_WOLF,612,
TAX_FNCACT_PUBLISHER,607,
TAX_FNCACT_BUTCHER,606,
WB_643_AGING_POPULATION,604,
WB_1064_WATER_DEMAND_MANAGEMENT,604,
TAX_DISEASE_TUMOR,601,
TAX_FNCACT_MANUFACTURER,601,
TAX_WORLDLANGUAGES_SWEDISH,600,
EPU_CATS_SOVEREIGN_DEBT_CURRENCY_CRISES,599,
WB_1045_TREASURY,598,
TAX_WORLDLANGUAGES_KAYIN,598,
TAX_DISEASE_HIV,597,
TAX_AIDGROUPS_UNICEF,593,
TAX_FNCACT_ELDERS,593,
WB_482_TERTIARY_EDUCATION,589,Schooling
GENERAL_PUBLIC_OPINION,585,
WB_595_DRYLANDS,584,
LEGALIZE,579,
TAX_FNCACT_COMMISSAR,579,
TAX_WORLDLANGUAGES_TAI_LONG,577,
TAX_FNCACT_ENTERTAINER,572,
TAX_FOODSTAPLES_MILLET,572,
SOC_POINTSOFINTEREST_MILITARY_BASE,571,
CRISISLEX_C02_NEEDSPROVIDE_FOOD,569,
SOC_EMERGINGTECH,567,
WB_2101_ANTITRUST,566,
TAX_DISEASE_MALNUTRITION,565,
WB_508_POWER_SYSTEMS,561,
TAX_FNCACT_COUNSELOR,561,
TAX_DISEASE_REMISSION,557,
WB_990_DRAINAGE,556,
SCANDAL,555,
TAX_FNCACT_MARSHAL,553,
WB_161_DAMS_AND_RESERVOIRS,553,
TAX_WORLDLANGUAGES_CANTONESE,550,
TAX_ETHNICITY_BAMAR,549,
TAX_FNCACT_MILITARY_PERSONNEL,544,
TAX_FNCACT_DEVELOPER,542,
SOC_PARDON,541,
ECON_WORLDCURRENCIES_YEN,541,
TAX_MILITARY_TITLE_MAJOR_GENERAL,539,
TAX_FNCACT_POLITICAL_COMMISSAR,538,
TAX_DISEASE_CONVENTIONAL,538,
TAX_FNCACT_MAJOR_GENERAL,534,
TAX_FNCACT_ARCHITECT,531,
PIRACY,530,
PROPERTY_RIGHTS,529,
TAX_FNCACT_ELDER,528,
TAX_WORLDMAMMALS_RAT,527,
TAX_FNCACT_PAINTER,527,
WB_2815_SKILLS_AND_EDUCATION,525,Schooling
WB_2000_SANITATION,523,
INFRASTRUCTURE_BAD_ROADS,521,
TAX_DISEASE_DIABETES,521,
TAX_ETHNICITY_RUSSIANS,520,
HUMAN_RIGHTS_ABUSES_HUMAN_RIGHTS_ABUSES,519,HumanRights
TAX_FNCACT_MANAGING_DIRECTOR,519,
CRM_ARSON,518,
SLFID_MILITARY_SPENDING,517,
TAX_FNCACT_MINERS,517,
TAX_WORLDLANGUAGES_RUSSIANS,516,
TAX_WORLDLANGUAGES_MONGOLIAN,516,
DISCRIMINATION_RACE_RACISM,515,
WB_2441_DOMESTIC_VIOLENCE,514,Gender_Inequality
WB_1743_ANTICARTEL_ENFORCEMENT,513,
WB_2446_CARTELS,512,
TAX_DISEASE_DIARRHOEA,511,
RATIFY,510,
ECON_OILPRICE,509,
WB_1211_HUMAN_RESOURCES,507,
WB_1433_DIABETES,506,
TAX_CHRONICDISEASE_DIABETES,506,
TAX_FNCACT_BUYER,506,
TAX_FNCACT_MISSIONARY,506,
TAX_FNCACT_BABIES,505,
TAX_MILITARY_TITLE_SERGEANT,504,
WB_728_PUBLIC_SERVICE_DELIVERY,502,
TAX_WORLDREPTILES_ALLIGATORS,502,
TAX_FNCACT_WARRIORS,501,
TAX_DISEASE_FATIGUE,500,
WB_2943_SWITCHES,499,
TAX_FNCACT_CIVIL_SERVANTS,497,
TAX_FNCACT_SLAVE,496,
TAX_FNCACT_NURSE,495,
TAX_FNCACT_SERVANT,495,
TAX_WORLDINSECTS_BUMBLEBEE,494,
WB_1700_NONMETALLIC_MINERAL_MINING_AND_QUARRYING,493,
TAX_WORLDLANGUAGES_AFGHAN,490,
TAX_FNCACT_SETTLERS,490,
TAX_FNCACT_INTERPRETER,490,
WB_528_SOLAR_ENERGY,489,
TAX_WORLDLANGUAGES_POLISH,488,
TAX_WORLDLANGUAGES_HEBREW,488,
WB_2491_BORDER_SECURITY,487,
TAX_DISEASE_BACTERIA,487,
TAX_FNCACT_SERGEANT,487,
TAX_FNCACT_PIRATES,486,
TAX_WEAPONS_PISTOL,485,
WB_1669_FORCED_LABOR,485,
TAX_DISEASE_ABDOMEN,484,
WB_2666_LIFE_EXPECTANCY,484,
TAX_FNCACT_HITMEN,484,
TAX_ETHNICITY_TURKISH,484,
ENV_POACHING,484,
TAX_WORLDLANGUAGES_TURKISH,483,
WB_2449_PARAMILITARIES,482,
TAX_DISEASE_SEIZURES,481,
TAX_FNCACT_PRACTITIONERS,480,
TAX_FNCACT_SENATOR,480,
TAX_WORLDMAMMALS_FOX,479,
NATURAL_DISASTER_EXTREME_WEATHER,479,
TAX_FNCACT_CHEFS,479,
VIOLENT_UNREST,475,
AVIATION_INCIDENT,474,
TAX_FNCACT_BROKER,472,
IMPEACHMENT,468,
TAX_WORLDLANGUAGES_HMONG,465,
TAX_WORLDLANGUAGES_KANSAS,463,
SOC_MARGINALIZE,461,
TAX_ETHNICITY_HMONG,461,
SOC_POINTSOFINTEREST_MIDDLE_SCHOOL,461,Schooling
WB_445_FISCAL_POLICY,460,
TAX_FNCACT_FACULTY,460,
TAX_WORLDLANGUAGES_SIAMESE,459,
TAX_FNCACT_EMPLOYERS,458,
WB_2371_ENCRYPTION,458,
WB_756_VULNERABLE_GROUPS,456,
JIHAD,456,
EPU_POLICY_LAWMAKERS,455,
TAX_DISEASE_COVID,455,
HATE_SPEECH,454,FreeSpeech
WB_1202_INDUSTRIAL_ZONES,452,
TAX_FNCACT_LAWMAKERS,452,
WB_1100_SUSTAINABLE_GROWTH,452,
TAX_WEAPONS_MACHINE_GUNS,451,
TAX_FNCACT_TRANSLATOR,451,
TAX_AIDGROUPS_HUMAN_RIGHTS_WATCH,450,HumanRights
WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS,450,
WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,449,
WB_175_FERTILIZERS,449,
WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS,448,
TAX_DISEASE_TRANSITIONAL,448,
TAX_WORLDFISH_SHARK,448,
REL_ISLAMOPHOBIA,447,
TAX_FNCACT_ORGANIZERS,447,
TAX_POLITICAL_PARTY_PAKISTAN_PEOPLE_PARTY,447,
WB_376_INNOVATION_TECHNOLOGY_AND_ENTREPRENEURSHIP,445,
TAX_FNCACT_MISSIONARIES,445,
TAX_FOODSTAPLES_MAIZE,445,
TAX_FNCACT_NURSES,444,
TAX_DISEASE_PREGNANCY,442,
TAX_FNCACT_DUCHESS,441,
NATURAL_DISASTER_FLOODWATERS,441,
ENV_WINDPOWER,440,
TAX_WEAPONS_ARMORED,440,
WB_838_PUBLIC_ACCOUNTABILITY_MECHANISMS,438,
WB_671_STORAGE_MANAGEMENT,438,
ECON_MONOPOLY,437,
POWER_OUTAGE,437,
TAX_WORLDCRUSTACEANS_LOBSTER,436,
TAX_FOODSTAPLES_POTATOES,436,
TAX_FNCACT_CRITIC,436,
TAX_ETHNICITY_PERUVIAN,435,
WB_476_GREEN_GROWTH,435,
TAX_FNCACT_WALKER,435,
DISCRIMINATION_RELIGION_ISLAMOPHOBIA,433,
TAX_FNCACT_MUSICIAN,433,
WB_2944_SERVERS,432,
ECON_WORKINGCLASS,431,
TAX_WORLDLANGUAGES_XISHUANGBANNA_DAI,429,
TAX_FNCACT_SCREENWRITER,427,
WB_1153_MIDDLE_CLASS,426,
FREESPEECH,426,FreeSpeech
UNREST_SELF_IDENTIFIED_HATE_SPEECH,425,FreeSpeech
TAX_FNCACT_LEGISLATORS,424,
TAX_WORLDREPTILES_ALLIGATOR,424,
TAX_WORLDLANGUAGES_BULGARIAN,421,
TAX_ETHNICITY_BULGARIAN,421,
ECON_ELECTRICALGENERATION,420,
TECH_AUTOMATION,418,
TAX_FNCACT_SLAVES,416,
TAX_FNCACT_INSIDERS,416,
TAX_FNCACT_PRESS_SECRETARY,415,
GRIEVANCES,415,
TAX_FNCACT_ADMIRAL,415,
TAX_DISEASE_PLAGUE,411,
WB_820_DISASTER_RISK_MANAGEMENT,410,
TAX_ETHNICITY_ARMENIAN,408,
TAX_WORLDMAMMALS_SABLE,406,
TAX_WORLDLANGUAGES_KHMER,405,
TAX_WORLDLANGUAGES_ARMENIAN,405,
PEACEKEEPING,404,
TAX_FNCACT_KNIGHT,403,
TAX_ETHNICITY_KHMER,403,
TAX_WORLDLANGUAGES_BHARAT,402,
TAX_FNCACT_ARCHBISHOP,402,
WB_2492_COUNTER_TERRORISM,402,
NATURAL_DISASTER_AVALANCHE,402,
TAX_MILITARY_TITLE_ADMIRAL,401,
TAX_FNCACT_COMPOSER,401,
TAX_WORLDLANGUAGES_NEPALESE,400,
TAX_ETHNICITY_NEPALESE,400,
TAX_WORLDLANGUAGES_MINDAT,400,
WB_2132_APPRENTICESHIP,400,
TAX_FNCACT_LABORER,399,
WB_529_WIND_ENERGY,399,
TAX_ETHNICITY_SCOTTISH,398,
TAX_FOODSTAPLES_SOYBEAN,398,
ECON_DEVELOPMENTORGS_USAID,398,
CRISISLEX_C08_TELECOM,396,
TAX_FNCACT_SURGEON,395,
TAX_WORLDLANGUAGES_OREGON,394,
TAX_FNCACT_BRIGADIER_GENERAL,393,
TAX_TERROR_GROUP_FARC,391,
NATURAL_DISASTER_DROWNING,391,
FIREARM_OWNERSHIP,390,
TAX_WEAPONS_FLARE,390,
TAX_FNCACT_INVESTOR,390,
WB_988_LEVEES,389,
TAX_FNCACT_BUSINESSMEN,388,
WB_758_ORPHANS,388,
TAX_WORLDLANGUAGES_MASSACHUSETTS,387,
SEPARATISTS,386,
TAX_FNCACT_WARLORD,386,
NATURAL_DISASTER_NATURAL_DISASTER,385,
TAX_FNCACT_GENTLEMAN,385,
NATURAL_DISASTER_HEATWAVE,384,
TAX_FNCACT_VENDOR,383,
NATURAL_DISASTER_DROWNED,383,
WB_494_EDUCATION_AND_ICT,382,Schooling
WB_178_PEST_MANAGEMENT,382,
WB_780_TRADE_IN_SERVICES,382,
WB_377_FIRM_INNOVATION_PRODUCTIVITY_AND_GROWTH,381,
INEQUALITY,381,
WB_1383_HEALTH_MANAGEMENT_AND_ADMINISTRATION,381,
WB_853_FINANCIAL_LAWS_AND_REGULATIONS,381,
UNREST_HUMAN_SHIELD,380,
TAX_RELIGION_CATHOLICS,380,
WB_2508_ETHNIC_CLEANSING,379,
ECON_REMITTANCE,378,
WB_783_TEMPORARY_MOVEMENT_OF_LABOR,378,
TAX_FNCACT_SUPERINTENDENT,378,
TAX_FNCACT_FISHERMAN,378,
TAX_ETHNICITY_SIOUX,377,
TAX_WORLDLANGUAGES_SIOUX,377,
TAX_WORLDFISH_COD,375,
MOVEMENT_OTHER,374,
NATURAL_DISASTER_TYPHOONS,374,
TAX_WEAPONS_GRENADE,373,
NATURAL_DISASTER_EROSION,372,
TAX_FNCACT_STAFF_MEMBERS,372,
ECON_DEVELOPMENTORGS_WORLD_HEALTH_ORGANIZATION,371,
TAX_AIDGROUPS_WORLD_HEALTH_ORGANIZATION,371,
TAX_FNCACT_KILLER,370,
WB_631_HUMAN_RESOURCES_FOR_HEALTH,370,
TAX_POLITICAL_PARTY_LABOUR_PARTY,369,
TAX_WORLDLANGUAGES_SOMALI,367,
TAX_WEAPONS_MACHINE_GUN,366,
TAX_FNCACT_NEWSPAPER_REPORTER,366,FreeSpeech
