theme,count,indicator
TAX_FNCACT_IMMIGRANTS,4026,
WB_525_RENEWABLE_ENERGY,4007,
WB_631_HUMAN_RESOURCES_FOR_HEALTH,3998,
WB_2452_GANGS,3978,
SOVEREIGNTY,3966,
WB_2478_PEACE_PROCESSES_AND_DIALOGUE,3956,
HARASSMENT,3948,
INFO_RUMOR,3937,
UNGP_AFFORDABLE_NUTRITIOUS_FOOD,3912,
ECON_DEVELOPMENTORGS_WORLD_BANK,3889,
WB_2464_INSURGENCY,3839,
SOC_POINTSOFINTEREST_PRISONS,3817,
NATURAL_DISASTER_MONSOON,3812,
ECON_ENTREPRENEURSHIP,3796,
TAX_FNCACT_CHIEF_EXECUTIVE,3785,
WB_2443_RAPE_AND_SEXUAL_VIOLENCE,3784,Gender_Inequality
NATURAL_DISASTER_FLOODED,3769,
TAX_WORLDLANGUAGES_MASSACHUSETTS,3766,
TAX_RELIGION_BUDDHISTS,3763,
TAX_ETHNICITY_BUDDHISTS,3761,
WB_1668_LABOR_STANDARDS,3757,
WB_2704_EMPLOYER,3736,
WB_1949_CLIMATE_SMART_AGRICULTURE,3702,
TAX_WEAPONS_WATER_CANNONS,3683,
TAX_TERROR_GROUP_PEOPLE_DEFENSE_FORCES,3659,
TAX_FNCACT_SPOKESWOMAN,3655,Gender_Inequality
TAX_FNCACT_MARAUDERS,3651,
TAX_ETHNICITY_BAMAR,3646,
RESIGNATION,3641,
TAX_FNCACT_COORDINATOR,3631,
WB_2896_RETIREMENT,3627,
TAX_FNCACT_ATTORNEYS,3613,
TAX_FNCACT_LADY,3610,Gender_Inequality
HUMAN_TRAFFICKING,3602,HumanRights
TAX_FNCACT_POLICEMEN,3593,
TAX_ETHNICITY_CHRISTIANS,3583,
TAX_RELIGION_CHRISTIANS,3578,
TAX_FNCACT_PRINCE,3577,
TAX_FNCACT_ECONOMIST,3572,
TAX_ETHNICITY_PALESTINIAN,3568,
WB_615_GENDER,3554,Gender_Inequality
WB_1160_SHOCKS_AND_VULNERABILITY,3542,
TAX_FNCACT_RESEARCHER,3533,
TAX_FNCACT_ASSISTANT,3506,
TAX_FNCACT_STAFF_MEMBERS,3464,
TAX_FNCACT_OPERATOR,3462,
TAX_TERROR_GROUP_TALIBAN,3427,
SOC_POINTSOFINTEREST_UNIVERSITIES,3415,
CRISISLEX_T07_SERVICESNEEDEDOFFERED,3412,
TAX_FNCACT_HIGH_COMMISSIONER,3391,
TAX_WORLDMAMMALS_BEAR,3364,
TAX_FNCACT_MEDICAL_WORKERS,3359,
PROPAGANDA,3349,
TAX_FNCACT_BRIGADIER,3316,
TAX_WORLDCRUSTACEANS_SHRIMP,3315,
TAX_FNCACT_ENGINEERS,3293,
TAX_WEAPONS_WATER_CANNON,3288,
WB_1199_WATER_SUPPLY_AND_SANITATION,3271,
WB_442_INFLATION,3236,
TAX_WORLDLANGUAGES_AFGHAN,3232,
UNEMPLOYMENT,3213,
TAX_FNCACT_CHAMPION,3212,
TAX_FNCACT_POLITICAL_LEADERS,3212,
LGBT,3206,FreeSpeech
TAX_WORLDLANGUAGES_BENGALI,3205,
TAX_DISEASE_DISEASES,3202,
TAX_WEAPONS_LANDMINES,3199,
TAX_ETHNICITY_BENGALI,3189,
CRIME_CARTELS,3181,
CRIME_COMMON_ROBBERY,3180,
TAX_TERROR_GROUP_MYANMAR_ARMED_FORCES,3179,
TAX_FOODSTAPLES_MEAT,3169,
ECON_DEVELOPMENTORGS_WORLD_HEALTH_ORGANIZATION,3158,
TAX_AIDGROUPS_WORLD_HEALTH_ORGANIZATION,3158,
CRM_ARSON,3153,
ECON_INFLATION,3133,
WB_793_TRANSPORT_AND_LOGISTICS_SERVICES,3127,
SOC_EXPRESSREGRET,3103,
TAX_FNCACT_MANAGING_EDITOR,3090,
WB_1174_WAREHOUSING_AND_STORAGE,3081,
TAX_WEAPONS_EXPLOSIVES,3075,
TAX_FNCACT_NURSE,3075,
TAX_FNCACT_JUDGES,3067,
TAX_WORLDMAMMALS_FOX,3050,
TAX_FNCACT_PILOTS,3033,
TAX_FNCACT_COMMANDERS,3028,
NATURAL_DISASTER_FLOOD,3014,
WB_775_TRADE_POLICY_AND_INTEGRATION,3014,
SOC_POINTSOFINTEREST_REFUGEE_CAMP,3000,
WB_2492_COUNTER_TERRORISM,3000,
TAX_FNCACT_SPEAKER,2995,
WB_1497_EDUCATION_MANAGEMENT_AND_ADMINISTRATION,2990,Schooling
TAX_DISEASE_EPIDEMIC,2970,
WB_644_NUTRITION,2941,
TAX_FNCACT_GUIDE,2908,
WB_1430_MENTAL_HEALTH,2886,
TAX_FNCACT_SHERIFF,2882,
TAX_ETHNICITY_DUTCH,2881,
TAX_FNCACT_ADMINISTRATORS,2879,
TAX_WORLDLANGUAGES_MINDAT,2868,
NATURAL_DISASTER_EARTHQUAKE,2858,
TAX_WORLDLANGUAGES_DUTCH,2856,
ECON_FOREIGNINVEST,2834,
TAX_FNCACT_MINERS,2825,
TAX_FNCACT_SPECIALIST,2786,
TAX_WORLDLANGUAGES_LOMBARDO,2785,
TAX_FNCACT_FACULTY,2777,
SANITATION,2775,
TAX_FNCACT_MAJOR_GENERAL,2774,
TAX_POLITICAL_PARTY_DEMOCRATIC_PARTY,2771,
TAX_FOODSTAPLES_EGGS,2767,
BLOCKADE,2763,
ENV_HYDRO,2758,
UNGP_EDUCATION,2750,Schooling
TAX_DISEASE_FEVER,2737,
TAX_FNCACT_PHOTOGRAPHER,2737,
WB_1202_INDUSTRIAL_ZONES,2734,
TAX_FNCACT_EXECUTIVE_DIRECTOR,2732,
NATURAL_DISASTER_CYCLONES,2732,
TAX_TERROR_GROUP_KAREN_NATIONAL_LIBERATION_ARMY,2725,
HUMAN_RIGHTS_ABUSES_EXTRAJUDICIAL,2724,HumanRights
TAX_FNCACT_COOK,2722,
TAX_ETHNICITY_JEWISH,2718,
UNGP_CLEAN_WATER_SANITATION,2718,
TAX_AIDGROUPS_UNICEF,2715,
TAX_TERROR_GROUP_RESISTANCE_MOVEMENT,2714,
TAX_FNCACT_BRIGADIER_GENERAL,2710,
UNGP_GENDER_EQUALITY,2709,Gender_Inequality
WB_368_LEASING,2703,
TAX_RELIGION_JEWISH,2701,
TAX_MILITARY_TITLE_MAJOR_GENERAL,2688,
TAX_FNCACT_NURSES,2685,
TAX_DISEASE_CANCER,2676,
TAX_FNCACT_DIRECTORS,2674,
WB_1431_CANCER,2663,
TAX_FNCACT_ACTRESS,2661,
WB_1786_ENVIRONMENTAL_SUSTAINABILITY,2646,
TAX_FNCACT_MILITARY_PERSONNEL,2642,
TAX_WORLDLANGUAGES_GREEK,2639,
TAX_FNCACT_TRADERS,2638,
TAX_POLITICAL_PARTY_REPUBLICANS,2635,
TAX_WORLDLANGUAGES_NORWEGIAN,2633,
TAX_ETHNICITY_GREEK,2633,
HATE_SPEECH,2629,FreeSpeech
DEFECTION,2623,
TAX_FNCACT_CREW_MEMBERS,2617,
TAX_FNCACT_POLICEMAN,2614,
TAX_WEAPONS_ARMORED,2611,
TAX_POLITICAL_PARTY_COMMUNIST_PARTY,2608,
TAX_ETHNICITY_UKRAINIAN,2601,
TAX_WORLDLANGUAGES_UKRAINIAN,2594,
WB_527_HYDROPOWER,2594,
MARITIME_PIRACY,2581,
WB_478_LEVELS_OF_EDUCATION,2554,Schooling
WB_141_WATER_RESOURCES_MANAGEMENT,2528,
UNREST_SELF_IDENTIFIED_HATE_SPEECH,2507,FreeSpeech
WB_2458_HUMAN_TRAFFICKING,2501,HumanRights
WB_672_NETWORK_MANAGEMENT,2496,
TAX_FNCACT_CONSULTANT,2485,
NATURAL_DISASTER_LANDSLIDES,2484,
WB_2084_BIODIVERSITY,2479,
INTERNET_BLACKOUT,2451,
TAX_WEAPONS_MACHINE_GUNS,2436,
UNREST_MASS_ARREST,2434,
WB_1502_EDUCATIONAL_DECENTRALIZATION,2424,Schooling
TAX_FNCACT_SENATOR,2415,
WB_1000_WATER_MANAGEMENT_STRUCTURES,2412,
TAX_WEAPONS_MORTAR,2406,
TAX_FNCACT_FARMER,2404,
TAX_FNCACT_DICTATOR,2398,
TAX_RELIGION_ISLAM,2390,
NATURAL_DISASTER_NATURAL_DISASTER,2384,
ENV_NATURALGAS,2382,
TAX_WORLDMAMMALS_DOGS,2377,
TAX_FNCACT_CHIEFS,2375,
TAX_FNCACT_CRIMINALS,2369,
ECON_CURRENCY_EXCHANGE_RATE,2360,
WB_139_SANITATION_AND_WASTEWATER,2359,
TAX_FNCACT_ENGINEER,2355,
WB_2931_IRON,2346,
TAX_FNCACT_PRINCESS,2297,
TAX_ETHNICITY_ARIS,2285,
WB_2934_COPPER,2283,
EPU_POLICY_REGULATORY,2274,
NATURAL_DISASTER_TYPHOON,2267,
TAX_ETHNICITY_SUDANESE,2256,
WB_332_CAPITAL_MARKETS,2239,
WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES,2234,
ECON_DEVELOPMENTORGS_USAID,2226,
TAX_FNCACT_ORGANIZERS,2224,
WB_2514_HUMAN_RIGHTS_NORMS_AND_MECHANISMS,2194,HumanRights
WB_2840_INTEGRATION,2168,
TAX_FOODSTAPLES_CORN,2149,
WB_838_PUBLIC_ACCOUNTABILITY_MECHANISMS,2135,
TAX_FNCACT_EMPLOYER,2130,
TAX_FNCACT_SECRETARY_GENERAL,2129,
ASSASSINATION,2128,
TAX_FNCACT_MILITARY_OFFICERS,2124,
TAX_RELIGION_BAPTIST,2090,
TAX_FNCACT_LIEUTENANT_GENERAL,2075,
TAX_FNCACT_AID_WORKERS,2061,
TAX_DISEASE_CORONAVIRUS_INFECTIONS,2058,
WB_177_ANIMAL_PRODUCTION,2050,
ACT_FORCEPOSTURE,2049,
WB_1437_SOCIAL_DETERMINANTS_FOR_HEALTH,2034,
TAX_FNCACT_MANAGING_DIRECTOR,2030,
TAX_MILITARY_TITLE_LIEUTENANT_GENERAL,2028,
WB_1016_SPECIAL_ECONOMIC_ZONES,2025,
WB_1438_ALCOHOL_AND_SUBSTANCE_ABUSE,2021,Drugs
ENV_COAL,2020,
WB_1420_MALARIA,2016,
TAX_ETHNICITY_INDIANS,2016,
TAX_FNCACT_PASTOR,2012,
TAX_FNCACT_EXECUTIVE_OFFICER,2012,
TAX_FNCACT_LEGISLATORS,2002,
WB_2089_ETHICS_AND_CODES_OF_CONDUCT,1994,
TAX_DISEASE_MALARIA,1994,
TAX_FNCACT_SHEPHERD,1991,
WB_1024_PUBLIC_INTERNATIONAL_LAW,1991,
WB_1608_CASH_TRANSFERS,1989,
DISABILITY,1986,
CRISISLEX_C02_NEEDSPROVIDE_FOOD,1986,
TAX_FNCACT_INSPECTOR,1983,
TAX_WORLDMAMMALS_TIGER,1982,
TAX_FNCACT_SUPPORTER,1968,
TAX_FNCACT_EMPLOYERS,1962,
SLFID_ECONOMIC_DEVELOPMENT,1954,
TAX_FNCACT_COMMANDER_IN_CHIEF,1954,
WB_1464_HEALTH_OF_THE_DISABLED,1953,
TAX_AIDGROUPS_SAVE_THE_CHILDREN,1950,
TAX_FNCACT_CHIEF_EXECUTIVE_OFFICER,1950,
VANDALIZE,1945,
TAX_DISEASE_TRAUMA,1931,
TAX_ETHNICITY_TURKISH,1930,
TAX_WORLDLANGUAGES_TURKISH,1930,
TAX_DISEASE_FLU,1917,
TAX_WORLDLANGUAGES_TAMIL,1910,
TAX_ETHNICITY_TAMIL,1907,
TAX_FOODSTAPLES_MILK,1907,
TAX_FNCACT_PRINCIPAL,1904,
MILITARY_COOPERATION,1882,
TAX_FNCACT_CHANCELLOR,1881,
WB_1026_TREATIES,1880,
TAX_POLITICAL_PARTY_DEMOCRAT,1862,
TAX_FNCACT_MILITARY_LEADER,1847,
TAX_FNCACT_CHAIRPERSON,1845,
WB_549_OIL_AND_GAS_SYSTEMS,1837,
TAX_WORLDMAMMALS_LION,1837,
WB_2516_HUMANITARIAN_LAW,1837,HumanRights
TAX_RELIGION_MOSQUES,1830,
WB_1448_DEMOGRAPHIC_CHANGE,1830,
TAX_FNCACT_CORRESPONDENT,1824,
WB_2449_PARAMILITARIES,1822,
WB_2142_LOCAL_GOVERNMENT,1820,
TAX_FNCACT_BOSS,1790,
TAX_FOODSTAPLES_BREAD,1785,
TAX_RELIGION_HINDUS,1783,
TAX_FNCACT_AMBASSADORS,1783,
CRIME_LOOTING,1780,
TAX_ETHNICITY_IRANIAN,1780,
TAX_ETHNICITY_SOVIET,1779,
TAX_ETHNICITY_HINDUS,1774,
TAX_FNCACT_GUITARIST,1774,
SOC_SLAVERY,1765,
TAX_DISEASE_INFECTIOUS,1762,
TAX_WORLDMAMMALS_TIGERS,1761,
TAX_RELIGION_JEWS,1760,
TAX_WORLDLANGUAGES_SWEDISH,1756,
TAX_FNCACT_DEVELOPER,1744,
UNREST_MOLOTOVCOCKTAIL,1744,
TAX_FNCACT_ARCHBISHOP,1743,
TAX_ETHNICITY_BURMAN,1736,
TAX_FNCACT_MANUFACTURER,1717,
POWER_OUTAGE,1713,
WHISTLEBLOWER,1709,
TAX_AIDGROUPS_THE_COORDINATION_OF_HUMANITARIAN_AFFAIRS,1707,
EPU_POLICY_CONGRESSIONAL,1698,
TAX_WORLDMAMMALS_HUMANS,1691,
TAX_ETHNICITY_LAO,1686,
SEPARATISTS,1680,
EPU_CATS_TRADE_POLICY,1670,
TAX_WEAPONS_LANDMINE,1669,
SOC_POINTSOFINTEREST_AIRPORTS,1658,
WB_2747_UNEMPLOYMENT,1656,
WB_1829_ECOSYSTEM_MANAGEMENT,1650,
GRIEVANCES,1649,
TAX_FNCACT_PRIEST,1644,
TAX_FNCACT_FACTORY_WORKERS,1643,
TAX_DISEASE_HIV,1631,
WB_1768_OIL_AND_GAS_PIPELINE,1629,
WB_1833_PROTECTED_AREAS_SYSTEMS,1627,
WMD,1623,
TAX_FNCACT_PROSECUTOR,1617,
WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION,1613,
WB_1100_SUSTAINABLE_GROWTH,1610,
TAX_RELIGION_BUDDHIST_MONK,1608,
TAX_FNCACT_SPECIAL_AGENT,1604,
TAX_WEAPONS_MOLOTOV_COCKTAILS,1601,
TAX_ETHNICITY_AUSTRALIANS,1599,
WB_669_SOFTWARE_INFRASTRUCTURE,1598,
TAX_FNCACT_CORONER,1597,
NATURAL_DISASTER_NATURAL_DISASTERS,1597,
SOC_ECONCOOP,1595,
WB_1603_FEE_WAIVERS,1588,
WB_841_JUSTICE_SYSTEM_ADMINISTRATION,1587,
TAX_FNCACT_ORGANIZER,1581,
HUMAN_RIGHTS_ABUSES_BEATINGS,1576,HumanRights
TAX_ETHNICITY_NAGAS,1570,
TAX_FNCACT_REGULATORS,1564,
TAX_ETHNICITY_TAIWANESE,1564,
TAX_FNCACT_DEMONSTRATOR,1561,
TAX_FNCACT_SCHOLAR,1552,Schooling
TAX_ETHNICITY_INDONESIANS,1544,
TAX_WORLDLANGUAGES_INDONESIANS,1542,
WB_3007_NATIONAL_PARKS,1529,
TAX_WORLDFISH_SALMON,1528,
TAX_AIDGROUPS_SALVATION_ARMY,1525,
ENV_FISHERY,1520,
WB_161_DAMS_AND_RESERVOIRS,1520,
TAX_FNCACT_HISTORIAN,1518,
SOC_POINTSOFINTEREST_POLICE_STATIONS,1512,
TAX_FNCACT_BROKER,1508,
TAX_WORLDCRUSTACEANS_LOBSTER,1508,
TAX_WORLDLANGUAGES_YOULE,1506,
WB_1669_FORCED_LABOR,1503,
TAX_FNCACT_ARCHITECT,1501,
WB_2372_AUTHENTICATION_AND_AUTHORIZATION,1497,
TAX_WEAPONS_GRENADE,1494,
UNREST_HUMAN_SHIELD,1493,
TAX_FNCACT_INVESTIGATOR,1491,
EPU_POLICY_REGULATION,1491,
AVIATION_INCIDENT,1489,
WB_476_GREEN_GROWTH,1488,
RAIL_INCIDENT,1487,
TAX_FNCACT_ROBBER,1481,
SOC_POINTSOFINTEREST_MILITARY_BASES,1478,
TAX_FNCACT_SEPARATIST,1473,
NEW_CONSTRUCTION,1472,
RATIFY,1470,
TAX_FNCACT_CRITIC,1469,
TAX_AIDGROUPS_INTERNATIONAL_CRISIS_GROUP,1468,
TAX_FNCACT_SCIENTIST,1457,
SOC_POINTSOFINTEREST_MILITARY_BASE,1448,
EMERG_FIELDHOSPITAL,1448,
TAX_FNCACT_STAFFERS,1441,
ECON_OILPRICE,1441,
WB_671_STORAGE_MANAGEMENT,1438,
TAX_TERROR_GROUP_BHARATIYA_JANATA_PARTY,1433,
TAX_POLITICAL_PARTY_BHARATIYA_JANATA_PARTY,1432,
TAX_WORLDLANGUAGES_TIMOR,1431,
NATURAL_DISASTER_STORM_SURGE,1429,
WB_2944_SERVERS,1418,
TAX_FNCACT_FEDERAL_AGENTS,1418,
TAX_FNCACT_EXECUTIVES,1415,
WB_1805_WATERWAYS,1399,
TAX_FNCACT_BANK_ROBBER,1399,
ENV_WATERWAYS,1399,
TAX_FNCACT_SERGEANT,1399,
WB_853_FINANCIAL_LAWS_AND_REGULATIONS,1390,
TAX_FNCACT_COMMISSIONERS,1387,
MANMADE_DISASTER_POWER_OUTAGES,1382,
TAX_FNCACT_BUSINESSMAN,1382,
WB_969_CAPITAL_MARKETS_LAW_AND_REGULATION,1379,
TAX_TERROR_GROUP_ISIS,1377,
SLUMS,1373,
WB_2000_SANITATION,1367,
TAX_FNCACT_POET,1361,
TAX_FNCACT_LIEUTENANT_COLONEL,1358,
WB_174_CROP_PRODUCTION,1353,
TAX_WORLDLANGUAGES_MAHA,1353,
NATURAL_DISASTER_HURRICANE,1352,
TAX_FNCACT_EMPEROR,1351,
TAX_FNCACT_BACHELOR,1350,
WB_778_NON_TARIFF_MEASURES,1349,
TAX_FNCACT_BISHOPS,1348,
FUELPRICES,1346,
WB_863_FDI_SPILLOVERS,1338,
WB_1081_FINANCE_AND_GROWTH,1338,
WB_2945_DATABASE,1336,
WB_768_INTERNATIONAL_STANDARDS_AND_TECHNICAL_REGULATIONS,1335,
TAX_WEAPONS_MORTARS,1334,
WB_1606_SCHOLARSHIPS,1334,Schooling
TAX_FNCACT_FISHERMEN,1330,
WB_1670_TRADE_UNIONS,1326,
TAX_FNCACT_ACCOUNTANT,1322,
TAX_MILITARY_TITLE_LIEUTENANT_COLONEL,1321,
TAX_WORLDLANGUAGES_KANSAS,1314,
TAX_FNCACT_VENDOR,1310,
WB_508_POWER_SYSTEMS,1307,
TAX_FNCACT_POLICE_CHIEF,1307,
RELATIONS,1300,
TAX_FNCACT_MANAGERS,1292,
TAX_POLITICAL_PARTY_HAMAS,1290,
WB_1039_PROPERTY_LAWS_AND_REGULATIONS,1289,
WB_491_QUALITY_OF_EDUCATION,1288,Schooling
TAX_WORLDMAMMALS_CAT,1287,
TAX_FNCACT_EDITORS,1284,
TAX_FNCACT_CHEFS,1283,
TAX_FNCACT_STAFF_MEMBER,1283,
EPU_CATS_ENTITLEMENT_PROGRAMS,1276,
TAX_WORLDREPTILES_SNAKE,1275,
TAX_MILITARY_TITLE_SERGEANT,1272,
TAX_FNCACT_INSIDER,1271,
TAX_FNCACT_ARMY_OFFICER,1271,
TAX_FNCACT_STRINGER,1270,
TAX_FNCACT_MUSICIAN,1266,
TAX_ETHNICITY_CATHOLICS,1259,
TAX_FNCACT_MILITARY_OFFICER,1257,
TAX_WORLDLANGUAGES_PORTUGUESE,1257,
TAX_RELIGION_CATHOLICS,1256,
IMPEACHMENT,1255,
ECON_WORLDCURRENCIES_YUAN,1255,
DISCRIMINATION_RACE_RACIST,1251,
CLAIM_CREDIT,1250,
TAX_TERROR_GROUP_HAMAS,1249,
TAX_ETHNICITY_PORTUGUESE,1248,
TAX_WORLDLANGUAGES_HAKHA,1248,
TAX_FNCACT_EDUCATORS,1242,Schooling
TAX_FNCACT_ELDERS,1242,
WB_938_MEDIATION,1240,
WB_480_PRIMARY_EDUCATION,1236,Schooling
TAX_ETHNICITY_FILIPINO,1234,
TAX_WEAPONS_FIREARM,1233,
TAX_WORLDLANGUAGES_FILIPINO,1232,
TAX_DISEASE_DEPRESSION,1232,
WB_1673_PASSIVE_LABOR_MARKETS_POLICIES,1229,
TAX_FNCACT_CAMPAIGNERS,1224,
EPU_CATS_SOVEREIGN_DEBT_CURRENCY_CRISES,1219,
TAX_TERROR_GROUP_ISLAMIC_STATE,1216,
MOVEMENT_OTHER,1214,
NATURAL_DISASTER_HEAVY_RAIN,1213,
TAX_FNCACT_ENTREPRENEUR,1213,
WB_199_FOOD_SECURITY,1212,
TAX_FNCACT_INCUMBENT,1211,
SLFID_MILITARY_SPENDING,1211,
PROPERTY_RIGHTS,1205,
WB_1211_HUMAN_RESOURCES,1202,
TAX_FNCACT_CONSULTANTS,1201,
WB_2129_TEXTBOOKS,1198,Schooling
TAX_FNCACT_IMMIGRANT,1197,
TAX_FNCACT_SCHOLARS,1195,Schooling
WB_1934_CIVILLIAN_POLICE_AND_SECURITY_SERVICES,1194,
TAX_WORLDMAMMALS_HORSE,1193,
WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS,1187,
TAX_WORLDLANGUAGES_MAHARASHTRA,1184,
TAX_DISEASE_SEIZURES,1173,
TAX_FNCACT_HONOR_GUARD,1171,
FIREARM_OWNERSHIP,1167,
NATURAL_DISASTER_HEAVY_RAINS,1166,
TAX_FNCACT_PHYSICIAN,1160,
EMERG_EMERGSHELTER,1158,
TAX_TERROR_GROUP_UNITED_WA_STATE_ARMY,1150,
WB_289_TELECOMMUNICATIONS_LAW_AND_REGULATION,1147,
WB_1236_COMMERCIAL_BANKING,1145,
TAX_WORLDBIRDS_DUCK,1142,
TAX_FNCACT_SKIPPER,1138,
TAX_FNCACT_PORTER,1138,
TAX_AIDGROUPS_UNITED_STATES_AGENCY_FOR_INTERNATIONAL,1136,
ECON_DEVELOPMENTORGS_UNITED_STATES_AGENCY_FOR_INTERNATIONAL,1136,
TAX_FNCACT_GOVERNORS,1125,
WB_336_NON_BANK_FINANCIAL_INSTITUTIONS,1124,
UNSAFE_WORK_ENVIRONMENT,1124,
TAX_FNCACT_AIDE,1107,
WB_406_COMPETITION_POLICY,1107,
BULLYING,1098,FreeSpeech
RETIREMENTS,1094,
TAX_FNCACT_SECURITY_OFFICER,1094,
TAX_FNCACT_PHYSICIANS,1092,
TAX_FOODSTAPLES_POTATOES,1089,
WB_601_POLLUTION_MANAGEMENT,1078,
HUMAN_RIGHTS_ABUSES_TORTURING,1078,HumanRights
TAX_FNCACT_GENERAL_MANAGER,1077,
WB_837_OPEN_GOVERNMENT_AND_TRANSPARENCY,1073,
TAX_FNCACT_TRADER,1070,
TAX_FNCACT_UNIONISTS,1066,
WB_1441_SUPPLEMENTS,1065,
TAX_FNCACT_CLERGY,1064,
WB_2788_LABOR_MARKET_INSTITUTIONS_AND_POLICIES,1064,
WB_440_MACROECONOMIC_MONITORING,1063,
TAX_DISEASE_MALNUTRITION,1063,
TAX_FNCACT_VICE_CHAIRMAN,1060,
WB_2031_RIGHT_TO_INFORMATION,1059,
ECON_WORLDCURRENCIES_US_DOLLARS,1057,
TAX_ETHNICITY_THAIS,1057,
WB_2943_SWITCHES,1056,
TAX_POLITICAL_PARTY_PROGRESSIVE_PARTY,1056,
WB_899_SOCIAL_SAFEGUARDS,1054,
WB_473_GROWTH_DIAGNOSTICS,1050,
TAX_ETHNICITY_IRISH,1050,
ECON_MOU,1049,
WB_2511_SLAVERY,1044,
TAX_FNCACT_ELDER,1040,
CRISISLEX_C01_CHILDREN_AND_EDUCATION,1040,Schooling
TAX_WORLDLANGUAGES_IRISH,1040,
WB_851_INTELLECTUAL_PROPERTY_RIGHTS,1034,
TAX_FNCACT_PRESS_SECRETARY,1033,
WB_2171_NURSING_HOMES,1031,
WB_749_INDIGENOUS_PEOPLES,1030,
WB_2960_INDIGENOUS_PEOPLES,1030,
TAX_FNCACT_SURGEON,1029,
TAX_FNCACT_RETAILER,1028,
TAX_WORLDFISH_STINGRAY,1027,
WB_693_POSTAL_SERVICES,1027,
TAX_FNCACT_PHOTOJOURNALIST,1027,FreeSpeech
WB_1068_MARKET_FAILURES_VERSUS_GOVERNMENT_FAILURES,1024,
WB_140_AGRICULTURAL_WATER_MANAGEMENT,1024,
WB_151_IRRIGATION_AND_DRAINAGE,1024,
ECON_INTEREST_RATES,1021,
WB_363_FINANCIAL_INCLUSION,1021,
NATURAL_DISASTER_VOLCANO,1019,
WB_2003_SANITATION_TECHNOLOGIES,1019,
GOV_STATE_FAILURE,1015,
SLFID_MINERAL_RESOURCES,1007,
TAX_DISEASE_TRANSITIONAL,1005,
MARITIME_INCIDENT_SELF_IDENTIFIED,1003,
WB_1362_MEDICAL_EQUIPMENT,1002,
MOVEMENT_SOCIAL,1002,
TAX_FNCACT_KILLER,1001,
WB_2101_ANTITRUST,1001,
TAX_DISEASE_EMERGENCIES,998,
TAX_WORLDLANGUAGES_POLISH,995,
WB_148_SEWERAGE,993,
WB_701_JOBS_AND_POVERTY,991,
TAX_DISEASE_SARS,989,
TAX_DISEASE_DENGUE,987,
ENV_GREEN,987,
WB_2802_WORKING_CONDITIONS,987,
TAX_FNCACT_BUYER,986,
WB_180_FOOD_SAFETY,985,
LITERACY,983,
TAX_FNCACT_SALESMAN,982,
MIL_SELF_IDENTIFIED_ARMS_DEAL,976,
WB_445_FISCAL_POLICY,975,
MEDICAL_SECURITY,973,
TAX_DISEASE_CONVENTIONAL,972,
TAX_AIDGROUPS_WORLD_FOOD_PROGRAMME,971,
SCANDAL,969,
ECON_DEVELOPMENTORGS_WORLD_FOOD_PROGRAMME,965,
TAX_FNCACT_PUBLISHER,964,
WB_1170_JOB_CREATION_AND_JOB_OPPORTUNITIES,960,
TAX_ETHNICITY_PALESTINIANS,960,
TAX_WORLDLANGUAGES_TIBETAN,953,
ACT_YIELD,953,
TAX_ETHNICITY_TIBETAN,952,
TAX_FNCACT_MAGISTRATE,950,
MANMADE_DISASTER_DERAILED,950,
TAX_WORLDFISH_SHARK,947,
ECON_FREETRADE,943,
TAX_WORLDINSECTS_BEES,943,
WB_482_TERTIARY_EDUCATION,942,Schooling
TAX_FNCACT_CONTRACTOR,939,
ECON_BUDGET_DEFICIT,937,
TAX_FNCACT_INSTRUCTOR,934,
TAX_FNCACT_USHER,931,
TAX_FNCACT_BUSINESSMEN,930,
TAX_FNCACT_POSTAL_SERVICE_WORKER,929,
UNGP_TRANSPORTATION_ROADS,929,
EXHUMATION,924,
TAX_WORLDLANGUAGES_DANISH,920,
SOC_DIPLOMRECOG,919,
TAX_FNCACT_DESIGNER,918,
TAX_WORLDBIRDS_MAO,915,
TAX_AIDGROUPS_FEDERAL_EMERGENCY_MANAGEMENT_AGENCY,913,
TAX_FNCACT_SPY,911,
ENV_FORESTRY,905,
SLFID_CAPACITY_BUILDING,904,
ECON_ELECTRICALGENERATION,902,
TAX_ETHNICITY_MALI,899,
SOC_POINTSOFINTEREST_COLLEGES,899,
TAX_FNCACT_SENATORS,898,
TAX_WEAPONS_SMOKE_BOMBS,898,
TAX_ETHNICITY_TAY,896,
TAX_WORLDLANGUAGES_TAY,896,
TAX_WEAPONS_RUBBER_BULLET,895,
TAX_FNCACT_ADVISERS,894,
TAX_DISEASE_PNEUMONIA,894,
TAX_FNCACT_PRIESTS,894,
TAX_FNCACT_MERCHANT,894,
TAX_FNCACT_PROFESSORS,893,
WB_919_GENDER_AND_HUMAN_DEVELOPMENT,890,Gender_Inequality
WB_2076_MONEY_LAUNDERING,889,
ECON_MONEYLAUNDERING,887,
TAX_WORLDMAMMALS_CATS,885,
WB_376_INNOVATION_TECHNOLOGY_AND_ENTREPRENEURSHIP,885,
TAX_FNCACT_CHAMPIONS,884,
WB_138_WATER_SUPPLY,875,
ECON_HEATINGOIL,875,
